Game,ID
"NBA Live 97 (Europe)",T-5015H   V1.000
"NBA Live 97 (USA)",T-5015H   V1.000
"NBA Live 98 (Europe)",T-5027H   V1.000
"NBA Live 98 (USA)",T-5027H   V1.000
"Nekketsu Oyako (Japan)",T-1802G   V1.001
"Neon Genesis - Evangelion - Koutetsu no Girlfriend (Japan) (Disc 1)",GS-9194   V1.005
"Neon Genesis - Evangelion - Koutetsu no Girlfriend (Japan) (Disc 2)",GS-9194   V1.005
"Neon Genesis Evangelion - Digital Card Library (Japan)",GS-9159   V1.003
"Next King - Koi no Sennen Oukoku (Japan)",T-13328G  V1.001
"NFL '97 (USA)",MK-81111  V1.010
"NFL '97 (USA) (Rev A)",MK-81111  V2.010
"NFL Quarterback Club '96 (Japan)",T-8105G   V1.000
"NFL Quarterback Club '96 (USA) (5S)",T-8109H   V1.000
"NFL Quarterback Club '97 (Japan)",T-8116G   V1.004
"NFL Quarterback Club 96 (Europe)",T-8109H-50V1.300
"NFL Quarterback Club 97 (Europe)",T-8136H-50V1.001
"NFL Quarterback Club 97 (USA)",T-8136H   V1.001
"NHL 97 (Europe)",T-5016H   V1.000
"NHL 97 (Germany)",T-5016H   V1.000
"NHL 97 (Japan)",T-10620G  V1.000
"NHL 97 (USA)",T-5016H   V1.000
"NHL 98 (Europe)",T-5026H-50V1.000
"NHL 98 (USA)",T-5026H   V1.000
"NHL All-Star Hockey (Europe)",MK-8100250V1.001
"NHL All-Star Hockey (USA) (1S)",MK-81002  V1.072
"NHL All-Star Hockey (USA) (2S)",MK-81002  V1.072
"NHL All-Star Hockey 98 (Europe)",MK-81122  V1.021
"NHL All-Star Hockey 98 (USA)",MK-81122  V1.015
"NHL Powerplay '96 (Europe)",T-7013H-50V4.000
"NHL Powerplay '96 (Japan)",T-7012G   V4.000
"NHL Powerplay '96 (USA)",T-07013H  V1.000
"Night Striker S (Japan)",T-19901G  V1.300
"Night Warriors - Darkstalkers' Revenge (Europe)",T-7009H-50V1.001
"Night Warriors - Darkstalkers' Revenge (USA)",T-1208H   V1.001
"Nightruth - Explanation of the Paranormal - Futatsu dake no Shinjitsu (Japan)",T-36201G  V1.003
"Nightruth - Explanation of the Paranormal - Making of Nightruth II - Voice Selection (Japan)",T-20205G  V1.002
"Nightruth - Explanation of the Paranormal - Maria (Japan)",T-20206G  V1.003
"Nightruth - Explanation of the Paranormal - Nightruth Voice Selection - Radio Drama-hen (Japan) (2M)",T-20207G  V1.003
"Nightruth - Explanation of the Paranormal - The Making of Nightruth (Japan) (2M)",T-20203G  V1.001
"Nightruth - Explanation of the Paranormal 01 - Yami no Tobira (Japan) (2M)",T-20204G  V1.004
"NiGHTS into Dreams... (Europe)",MK-81020  V1.001
"NiGHTS into Dreams... (Japan)",GS-9046   V1.006
"NiGHTS into Dreams... (Japan) (Demo)",GS-0000   V0.200
"NiGHTS into Dreams... (Korea)",MK-81020  V1.000
"NiGHTS into Dreams... (USA, Brazil)",MK-81020  V1.000
"NiGHTS into Dreams... (USA) (Demo)",MK-81063  V1.001
"NiGHTS into Dreams... (USA) (with 3D Control Pad) (RE)",MK-81020  V1.000
"Nihon Daihyou Team no Kantoku ni Naruu! Sekaihatsu Soccer RPG - Become the Coach for the National Team! (Japan)",T-35504G  V1.001
"Nihon Pro Mahjong Renmei Kounin - Doujou Yaburi (Japan)",T-18714G  V1.300
"Nile-gawa no Yoake (Japan) (Rev A)",T-9106G   V1.001
"Ninja Jajamaru-kun - Onigiri Ninpouchou Gold (Japan)",T-5709G   V1.004
"Ninkuu - Tsuyokina Yatsura no Daigekitotsu! (Japan)",GS-9036   V1.000
"Ninpen Manmaru (Japan)",T-35502G  V1.001
"Nissan Presents - Over Drivin' GT-R (Japan)",T-10613G  V1.000
"Nissan Presents - Over Drivin' GT-R (Japan) (Demo)",ST-10613G V1.000
"Nissan Presents - Over Drivin' GT-R (Japan) (Rev A)",T-10613G  V2.000
"No-appointment Gals Olympos (Japan)",T-4304G   V1.003
"Nobunaga no Yabou - Returns (Japan)",T-7614G   V1.000
"Nobunaga no Yabou - Sengoku Gunyuuden (Japan)",T-7658G   V1.002
"Nobunaga no Yabou - Shouseiroku (Japan) (2M)",T-7664G   V1.000
"Nobunaga no Yabou Tenshouki (Japan)",T-7605G   V1.002
"Nobunaga no Yabou Tenshouki with Power-Up Kit (Japan)",T-7643G   V1.001
"NOeL 3 - Not Digital (Japan) (Disc 1)",T-22205G  V1.003
"NOeL 3 - Not Digital (Japan) (Disc 2)",T-22205G  V1.003
"NOeL 3 - Not Digital (Japan) (Disc 3)",T-22205G  V1.003
"Nonomura Byouin no Hitobito (Japan)",T-28001G  V1.000
"Noon (Japan) (Rev A)",T-5206G   V1.001
"Norse by Norsewest - The Return of the Lost Vikings (USA)",T-12522H  V1.000
"Ochigee Designer Tsukutte Pon! (Japan)",T-9108G   V1.090
"Off-World Interceptor Extreme (Europe)",T-15908H40V1.000
"Off-World Interceptor Extreme (Japan)",T-15901G  V1.000
"Off-World Interceptor Extreme (USA)",T-15908H  V1.000
"Oh-chan no Oekaki Logic (Japan)",T-1508G   V1.005
"Ojousama Express (Japan) (Disc 1)",T-27803G  V1.005
"Ojousama Express (Japan) (Disc 2)",T-27803G  V1.005
"Ojousama o Nerae!! (Japan)",T-38101G  V1.002
"Ojousama o Nerae!! (Japan) (Rev A)",T-38101G  V1.003
"Okudera Yasuhiko no Sekai o Mezase! Soccer Kids - Nyuumon-hen (Japan)",T-26001G  V1.310
"Olympic Soccer (Europe) (En,Fr,De,Es,It)",T-07904H50V2.000
"Olympic Soccer (Germany)",T-07904H18V2.000
"Olympic Soccer (Japan)",T-7304G   V1.002
"Olympic Soccer (USA)",T-07904H  V2.000
"Omakase! Savers (Japan)",GS-9030   V1.002
"Ooedo Renaissance (Japan)",T-9104G   V1.001
"Oracle no Houseki - Jewels of the Oracle (Japan) (En,Ja,Fr,De)",T-1511G   V1.004
"Ousama Game (Japan) (Disc 1) (Ichigo Disc)",T-21904G  V1.001
"Ousama Game (Japan) (Disc 2) (Momo Disc)",T-21904G  V1.001
"P.T.O. - Pacific Theater of Operations II (USA)",T-7604H   V1.000
"Pachi-Slot Kanzen Kouryaku Uni-Colle '97 - Universal Collection (Japan)",T-36501G  V1.002
"Pachinko Hall - Shinsou Daikaiten (Japan)",T-37501G  V1.000
"Pad Nifty (Japan)",GS-7101   V1.007
"Pad Nifty 1.1 & Habitat II (Japan)",GS-7109   V1.003
"Pandemonium! (Europe)",MK-8109050V1.300
"Pandemonium! (USA)",T-15914H  V1.001
"Paneltia Story - Koeln no Daibouken (Japan)",T-21510G  V1.002
"Panic-chan (Japan) (Rev A) (10M)",T-15010G  V1.003
"Panic-chan (Japan) (Rev A) (11M)",T-15010G  V1.003
"Panzer Dragoon (Europe) (Demo) (5S)",MK-81018  V0.910
"Panzer Dragoon (Europe) (Demo) (6S)",MK-81018  V0.910
"Panzer Dragoon (Europe) (En,Fr,De,Es,It)",MK-81009  V1.000
"Panzer Dragoon (Japan) (2M)",GS-9015   V1.001
"Panzer Dragoon (Japan) (3A, 3B)",GS-9015   V1.001
"Panzer Dragoon (Japan) (4A, 4B)",GS-9015   V1.001
"Panzer Dragoon (Japan) (5A)",GS-9015   V1.001
"Panzer Dragoon (Japan) (Demo 1)",GS-9015   V0.100
"Panzer Dragoon (Japan) (Demo 2)",GS-9015   V0.511
"Panzer Dragoon (USA) (1S)",MK-81009  V1.001
"Panzer Dragoon (USA) (5S)",MK-81009  V1.001
"Panzer Dragoon (USA) (Demo) (2S)",MK-81018  V0.901
"Panzer Dragoon (USA) (Demo) (3S)",MK-81018  V0.901
"Panzer Dragoon (USA) (Demo) (4S)",MK-81018  V0.901
"Panzer Dragoon II Zwei (Europe)",MK-81022  V1.000
"Panzer Dragoon II Zwei (Japan)",GS-9049   V1.001
"Panzer Dragoon II Zwei (USA)",MK-81022  V1.000
"Panzer Dragoon Saga (Europe) (Disc 1)",MK-81307  V1.000
"Panzer Dragoon Saga (Europe) (Disc 2)",MK-81307  V1.000
"Panzer Dragoon Saga (Europe) (Disc 3)",MK-81307  V1.000
"Panzer Dragoon Saga (Europe) (Disc 4)",MK-81307  V1.000
"Panzer Dragoon Saga (USA) (Disc 1)",MK-81307  V1.000
"Panzer Dragoon Saga (USA) (Disc 2)",MK-81307  V1.000
"Panzer Dragoon Saga (USA) (Disc 3)",MK-81307  V1.000
"Panzer Dragoon Saga (USA) (Disc 4)",MK-81307  V1.000
"Pappara Paoon (Japan) (2M)",23201G    V1.002
"Parodius (Europe)",T-9501H-50V2.000
"Pastel Muses (Japan)",T-30602G  V1.003
"PD Ultraman Link (Japan)",T-13304G  V1.001
"Pebble Beach Golf Links - Stadler ni Chousen (Japan)",GS-9006   V1.000
"Pebble Beach Golf Links (Europe) (3S)",MK-81101  V.001 
"Pebble Beach Golf Links (Europe) (4S)",MK-81101  V.001 
"Pebble Beach Golf Links (USA)",MK-81101  V.001 
"PGA Tour 97 (Europe)",T-5011H   V1.000
"PGA Tour 97 (Japan)",T-10619G  V1.000
"PGA Tour 97 (USA)",T-5011H   V1.000
"PhantasM (Japan) (Disc 1)",T-36001G  V1.001
"PhantasM (Japan) (Disc 2)",T-36001G  V1.001
"PhantasM (Japan) (Disc 3) (2M)",T-36001G  V1.001
"PhantasM (Japan) (Disc 4)",T-36001G  V1.001
"PhantasM (Japan) (Disc 5)",T-36001G  V1.001
"PhantasM (Japan) (Disc 6) (4M)",T-36001G  V1.002
"PhantasM (Japan) (Disc 6) (5M)",T-36001G  V1.002
"PhantasM (Japan) (Disc 7)",T-36001G  V1.001
"PhantasM (Japan) (Disc 8)",T-36001G  V1.001
"Photo CD Operating System (Europe) (En,Ja,Fr,De,Es,It)",SEGAVIEWERV1.002
"Photo CD Operating System (Europe) (En,Ja,Fr,De,Es,It) (2S)",SEGAVIEWERV1.002
"Photo Genic (Japan)",T-1524G   V1.000
"Photograph of a Crime, The - Hankou Shashin - Shibarareta Shoujo-tachi no Mita Mono wa (Japan)",T-15008G  V1.003
"Pia Carrot e Youkoso!! 2 (Japan) (Disc 1) (Game Disc) (2M)",T-20114G  V1.002
"Pia Carrot e Youkoso!! 2 (Japan) (Disc 1) (Game Disc) (3M)",T-20114G  V1.002
"Pia Carrot e Youkoso!! 2 (Japan) (Disc 1) (Game Disc) (4M)",T-20114G  V1.002
"Pia Carrot e Youkoso!! 2 (Japan) (Disc 2) (Special Disc) (1M)",T-20114G  V1.001
"Pia Carrot e Youkoso!! 2 (Japan) (Disc 2) (Special Disc) (2M)",T-20114G  V1.001
"Pia Carrot e Youkoso!! We've Been Waiting for You (Japan)",T-19708G  V1.002
"Pia Carrot e Youkoso!! We've Been Waiting for You (Japan) (Demo)",6106822   V1.000
"PictFlash Don Don (Japan)",T-17811G V01.00 
"Pinball Graffiti (Europe)",T-6011H-50V1.000
"Pinball Graffiti (Europe) (Demo)",T-6011H-50V1.000
"Pinball Graffiti (Japan)",T-9101G   V1.000
"Planet Joker (Japan)",T-18711G  V1.000
"Playboy - Karaoke Collection Volume 1 (Japan)",T-2305G   V1.000
"Playboy - Karaoke Collection Volume 2 (Japan) (2M)",T-2305G   V1.000
"Pocket Fighter (Japan)",T-1230G   V1.002
"Policenauts (Japan) (Disc 1)",T-9510G   V1.000
"Policenauts (Japan) (Disc 2)",T-9510G   V1.000
"Policenauts (Japan) (Disc 3)",T-9510G   V1.000
"Popoitto Hebereke (Japan)",T-1504G   V1.002
"Powerslave (USA)",T-13205H  V1.000
"Preview Sega Saturn Vol. 1 (Europe)",SG0000000 V1.000
"PriKura (Princess Kurara) Daisakusen (Japan)",T-14409G  V1.001
"PriKura (Princess Kurara) Daisakusen (Japan) (Demo)",T-14409G  V1.002
"Primal Rage (Europe) (En,Fr,De,Es,It,Pt)",T-4802H-50V1.000
"Primal Rage (Japan)",T-18614G  V1.300
"Primal Rage (USA)",T-4802H   V1.000
"Princess Crown (Japan) (1M)",T-14418G  V1.004
"Princess Crown (Japan) (Rev A) (11M)",T-14418G  V1.005
"Princess Crown (Japan) (Rev A) (13M)",T-14418G  V1.005
"Princess Maker - Yumemiru Yousei (Japan)",T-35101G  V1.003
"Princess Maker 2 (Japan) (1M)",T-5201G   V1.003
"Princess Maker 2 (Japan) (4M)",T-5201G   V1.003
"Princess Quest (Japan)",T-24604G  V1.003
"Princess Quest (Japan) (Rev A) (11M)",T-24603G  V2.000
"Prisoner of Ice - Jashin Kourin (Japan)",T-26112G  V1.000
"Private Idol Disc - Data-hen - Race Queen F (Japan)",T-30805G  V1.001
"Private Idol Disc - Data-hen - Race Queen G (Japan)",T-30806G  V1.002
"Private Idol Disc - Tokubetsu-hen - Can Gal '97 (Japan)",T-30808G  V1.000
"Private Idol Disc - Tokubetsu-hen - Cosplayers (Japan) (2M)",T-30804G  V1.003
"Private Idol Disc - Tokubetsu-hen - Kogal Daihyakka 100 (Japan)",T-30807G  V1.001
"Private Idol Disc Vol. 1 - Yuu Kinoshita (Japan)",T-30801G  V1.002
"Private Idol Disc Vol. 10 - Mai Masaki (Japan)",T-30817G  V1.001
"Private Idol Disc Vol. 11 - Mayumi Hirose (Japan) (2M)",T-30818G  V1.001
"Private Idol Disc Vol. 2 - Miki Uchiyama (Japan)",T-30802G  V1.001
"Private Idol Disc Vol. 3 - Akemi Ooshima (Japan) (2M)",T-30803G  V1.001
"Private Idol Disc Vol. 4 - Mirei Kuroda (Japan)",T-30809G  V1.000
"Private Idol Disc Vol. 5 - Nanako Fujisaki (Japan)",T-30811G  V1.001
"Private Idol Disc Vol. 6 - Satomi Yoshida (Japan)",T-30813G  V1.001
"Private Idol Disc Vol. 7 - Kaori Asou (Japan)",T-30814G  V1.002
"Private Idol Disc Vol. 8 - Emiko Furukawa (Japan)",T-30815G  V1.001
"Private Idol Disc Vol. 9 - Keiko Nagamatsu (Japan)",T-30816G  V1.001
"Pro Mahjong Kiwame-S (Japan)",T-16801G  V1.004
"Pro Mahjong Kiwame-S (Japan) (Rev A)",T-16801G  V1.006
"Pro Shinan Mahjong - Tsuwamono (Japan)",T-38501G  V1.004
"Pro Yakyuu Greatest Nine '97 - Make Miracle (Japan)",GS-9171   V1.001
"Pro Yakyuu Greatest Nine '97 (Japan) (Rev A)",GS-9139   V1.017
"Pro Yakyuu Greatest Nine '97 (Japan) (Rev B)",GS-9139   V1.019
"Pro Yakyuu Greatest Nine '98 - Summer Action (Japan)",GS-9202   V1.000
"Pro Yakyuu Greatest Nine '98 (Japan) (Rev A)",GS-9185   V1.004
"Pro Yakyuu Greatest Nine '98 (Japan) (Rev B)",GS-9185   V1.005
"Pro Yakyuu Team mo Tsukurou! (Japan)",GS-9165   V1.005
"Pro Yakyuu Team mo Tsukurou! (Japan) (Rev B)",GS-9165   V1.008
"Pro-Pinball - The Web (Europe)",T-30701H  V1.005
"Pro-Pinball (USA)",T-12520H  V1.000
"Psychotron, The (Japan)",TS-18503G V1.001
"Pup-Breeder (Japan)",T-29301G  V1.010
"Puyo Puyo Sun (Japan) (1M, 3M)",T-6603G   V1.002
"Puyo Puyo Sun (Japan) (2M)",T-6603G   V1.002
"Puyo Puyo Sun (Japan) (Rev A) (10M)",T-6603G   V2.000
"Puyo Puyo Sun for SegaNet (Japan)",GS-7111   V1.005
"Puyo Puyo Tsuu (Japan) (1M)",T-6601G   V1.200
"Puyo Puyo Tsuu (Japan) (3M)",T-6601G   V1.200
"Puzzle Bobble 2X (Japan) (2M1, 2MB1)",T-1106G   V1.007
"Puzzle Bobble 2X (Japan) (2M2)",T-1106G   V1.007
"Puzzle Bobble 3 (Japan) (1M)",T-1109G   V1.002
"Puzzle Bobble 3 (Japan) (2M)",T-1109G   V1.002
"Puzzle Bobble 3 for SegaNet (Japan)",GS-7113   V1.005
"Pyon Pyon Kyaruru no Mahjong Biyori (Japan) (2M)",T-31101G  V1.003
"Quake (Europe)",MK-081066 V1.015
"Quake (USA)",MK-081066 V1.019
"Quantum Gate I - Akumu no Joshou (Japan)",T-18502G  V1.000
"Quarterback Attack (USA)",T-16213H  V1.000
"Quiz Nanairo Dreams - Nijiirochou no Kiseki (Japan)",T-1220G   V1.004
"Quiz Nanairo Dreams - Nijiirochou no Kiseki (Japan) (Rev A)",T-1220G   V2.001
"QuoVadis (Japan)",T-17401G V1.050 
"QuoVadis 2 - Wakusei Kyoushuu Ovan Rei (Japan) (Demo)",610-6502  V0.002
"QuoVadis 2 - Wakusei Kyoushuu Ovan Rei (Japan) (Disc 1)",T-17402G  V1.003
"QuoVadis 2 - Wakusei Kyoushuu Ovan Rei (Japan) (Disc 2)",T-17402G  V1.003
"Rabbit (Japan)",T-10610G  V1.001
"Rabbit (Japan) (Demo)",6106613   V1.002
"Race Drivin' (Japan) (2M)",T-4802G   V1.000
"Radiant Silvergun (Japan)",T-32902G  V1.002
"Rampage - World Tour (Europe)",T-25416H50V1.000
"Rampage - World Tour (USA)",T-9708H   V1.000
"Rampo (Japan) (Disc 1)",GS-9011   V1.000
"Rampo (Japan) (Disc 2)",GS-9011   V1.000
"Rapyulus Panic (Japan)",T-21503G  V1.000
"Rayman (Europe) (En,Fr,De) (1S)",T-17701H  V1.000
"Rayman (Europe) (En,Fr,De) (6S)",T-17701H  V1.000
"Rayman (Japan)",T-17701G  V1.000
"Rayman (USA) (Demo)",610-6164  V1.000
"Rayman (USA) (R2)",T-17701G  V1.000
"Real Bout Garou Densetsu (Japan) (2M)",T-3105G   V1.004
"Real Bout Garou Densetsu Special (Japan)",T-3119G   V1.001
"Real Bout Garou Densetsu Special (Japan) (Rev A)",T-3119G   V1.002
"Real Mahjong Adventure Umi e - Summer Waltz (Japan)",T-16511G  V1.003
"Real Mahjong Adventure Umi e - Summer Waltz (Japan) (P's Club Genteiban)",T-16512G  V1.003
"Real Sound - Kaze no Regret (Japan) (Disc 1) (2M, 3M)",T-30002G  V1.000
"Real Sound - Kaze no Regret (Japan) (Disc 1) (4M)",T-30002G  V1.000
"Real Sound - Kaze no Regret (Japan) (Disc 2) (1M)",T-30002G  V1.000
"Real Sound - Kaze no Regret (Japan) (Disc 2) (2M)",T-30002G  V1.000
"Real Sound - Kaze no Regret (Japan) (Disc 3) (1M)",T-30002G  V1.000
"Real Sound - Kaze no Regret (Japan) (Disc 3) (2M)",T-30002G  V1.000
"Real Sound - Kaze no Regret (Japan) (Disc 4) (2M)",T-30002G  V1.000
"Real Sound - Kaze no Regret (Japan) (Disc 4) (3M)",T-30002G  V1.000
"Refrain Love - Anata ni Aitai (Japan) (Disc 1)",T-5308G   V1.000
"Refrain Love - Anata ni Aitai (Japan) (Disc 2)",T-5308G   V1.000
"Resident Evil (Europe)",MK-81092  V1.002
"Resident Evil (USA)",T-1221H   V1.002
"Return to Zork (Japan) (1M)",T-23401G  V1.000
"Return to Zork (Japan) (Rev A) (10M)",T-23401G  V2.000
"Revolution X - Music Is the Weapon (Europe)",T-8107H-50V1.000
"Revolution X - Music Is the Weapon (Germany) (5S)",T-8107H-18V1.000
"Revolution X - Music Is the Weapon (Japan) (10S)",T-8106G   V1.000
"Revolution X - Music Is the Weapon (USA)",T-8107H   V1.000
"Revolution X - Music Is the Weapon (USA) (Beta) (1996-02-05)",T-8107H   V1.000
"Riglordsaga (Japan) (Demo)",GS-9021   V1.000
"Riglordsaga (Japan) (Made in Japan) (1M)",GS-9021   V1.000
"Riglordsaga (Japan) (Made in Japan) (4M)",GS-9021   V1.000
"Riglordsaga (Japan) (Made in U.S.A.) (1S)",GS-9021   V1.000
"Riglordsaga (Japan) (Made in U.S.A.) (4S)",GS-9021   V1.000
"Riglordsaga 2 (Japan) (1M)",GS-9084   V1.100
"Riglordsaga 2 (Japan) (2M)",GS-9084   V1.100
"Rise 2 - Resurrection (Europe) (En,Fr,De,Es,It)",T-8114H-50V1.000
"Rise 2 - Resurrection (Europe) (En,Fr,De,Es,It) (Beta) (1996-03-05)",T-810000  V1.000
"Rise 2 - Resurrection (Japan) (En,Fr,De,Es,It)",T-8104G   V1.000
"Rise 2 - Resurrection (USA) (En,Fr,De,Es,It)",T-8114-H  V1.000
"Riven - A Sequencia de Myst (Brazil) (Disc 1)",MK-8180145V1.000
"Riven - A Sequencia de Myst (Brazil) (Disc 2)",MK-8180145V1.000
"Riven - A Sequencia de Myst (Brazil) (Disc 3)",MK-8180145V1.000
"Riven - A Sequencia de Myst (Brazil) (Disc 4)",MK-8180145V1.000
"Riven - The Sequel to Myst (Europe) (Disc 1)",MK-81801  V1.003
"Riven - The Sequel to Myst (Europe) (Disc 2)",MK-81801  V1.003
"Riven - The Sequel to Myst (Europe) (Disc 3)",MK-81801  V1.003
"Riven - The Sequel to Myst (Europe) (Disc 4)",MK-81801  V1.003
"Riven - The Sequel to Myst (Japan) (Disc 1)",T-35503G  V1.002
"Riven - The Sequel to Myst (Japan) (Disc 2)",T-35503G  V1.002
"Riven - The Sequel to Myst (Japan) (Disc 3)",T-35503G  V1.002
"Riven - The Sequel to Myst (Japan) (Disc 4)",T-35503G  V1.002
"RMJ - The Mystery Hospital (Japan)",T-13322G  V1.000
"Road & Track Presents - The Need for Speed (Europe) (En,De)",T-5009H   V1.000
"Road & Track Presents - The Need for Speed (USA)",T-5009H   V1.000
"Road Rash (Europe)",T-5008H   V1.000
"Road Rash (Japan)",T-10609G  V1.000
"Road Rash (USA)",T-5008H   V1.000
"Robo Pit (Europe)",T-10002H50V1.001
"Robo Pit (Japan)",T-16603G  V1.000
"Robo Pit (USA)",T-10002H  V1.004
"Robotica - Cybernation Revolt (Europe)",MK-81008  V1.000
"Robotica (USA)",T-8104H   V1.000
"Rockman 8 - Metal Heroes (Japan)",T-1214G   V1.001
"Rockman X3 (Japan) (2M)",T-1210G   V1.001
"Rockman X4 (Japan) (1M)",T-1221G   V1.002
"Rockman X4 (Japan) (3M)",T-1221G   V1.002
"Romance of the Three Kingdoms IV - Wall of Fire (USA)",T-7601H   V1.000
"Ronde (Japan) (Disc 1)",T-14415G  V1.001
"Ronde (Japan) (Disc 2)",T-14415G  V1.001
"Roommate - Inoue Ryouko (Japan)",T-19502G V1.007 
"Roommate - Inoue Ryouko (Japan) (Rev A)",T-19502G  V2.004
"Roommate - Ryouko in Summer Vacation (Japan) (2M)",T-19504G  V1.002
"Roommate 3 - Ryouko Kaze no Kagayaku Asa ni (Japan)",T-19507G  V1.000
"Roommate 3 - Ryouko Kaze no Kagayaku Asa ni (Japan) (Rev A)",T-19507G  V2.000
"Roommate W - Futari (Japan) (Disc 1)",T-19508G  V1.002
"Roommate W - Futari (Japan) (Disc 2)",T-19508G  V1.002
"RoX - 6 = Six (Japan)",T-16612G  V1.000
"Ruriiro no Yuki (Japan)",T-19722G  V1.003
"Ryouko no Oshaberi Room (Japan)",T-19509G  V1.001
"Ryouri no Tetsujin - Kitchen Stadium Tour (Japan)",T-21702G  V1.000
"Ryuuteki Gosennen - Dragons of China (Japan)",T-15025G  V1.003
"Sakamoto Ryouma - Ishin Kaikoku (Japan)",T-19709G  V1.002
"Sakura Taisen - Hanagumi Taisen Columns (Japan) (1M)",GS-9138   V1.000
"Sakura Taisen - Hanagumi Taisen Columns (Japan) (2M)",GS-9138   V1.000
"Sakura Taisen - Hanagumi Tsuushin (Japan) (1M)",GS-9134   V1.009
"Sakura Taisen - Hanagumi Tsuushin (Japan) (2M)",GS-9134   V1.009
"Sakura Taisen - Jouki Radio Show (Japan) (Disc 1) (Yuugi-ban)",GS-9160   V1.004
"Sakura Taisen - Jouki Radio Show (Japan) (Disc 2) (Kayou-ban)",GS-9160   V1.002
"Sakura Taisen - Teigeki Graph - Teigeki Graph in Sakura Wars (Japan) (Disc 1)",T-32602G  V1.003
"Sakura Taisen - Teigeki Graph - Teigeki Graph in Sakura Wars (Japan) (Disc 2)",T-32602G  V1.000
"Sakura Taisen (Japan) (Disc 1) (6M)",GS-9037   V1.005
"Sakura Taisen (Japan) (Disc 1) (7M, 9M, 10M)",GS-9037   V1.005
"Sakura Taisen (Japan) (Disc 1) (8M, 13M)",GS-9037   V1.005
"Sakura Taisen (Japan) (Disc 2) (6M)",GS-9037   V1.005
"Sakura Taisen (Japan) (Disc 2) (7M)",GS-9037   V1.005
"Sakura Taisen (Japan) (Disc 2) (8M, 9M)",GS-9037   V1.005
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Demo)",6106864   V1.001
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Rev A)",GS-9169   V1.004
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Shokai Tokutenban)",GS-9169   V1.002
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 1) (Shokai Tokutenban) (1M, 3M, 4M)",GS-9169   V1.002
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Rev A) (10M, 11M)",GS-9169   V1.004
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Rev A) (12M)",GS-9169   V1.004
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Shokai Tokutenban)",GS-9169   V1.002
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Shokai Tokutenban) (1M, 2M, 4M)",GS-9169   V1.002
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 2) (Shokai Tokutenban) (3M)",GS-9169   V1.002
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Rev A) (12M)",GS-9169   V1.004
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Rev A) (13M)",GS-9169   V1.004
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Shokai Tokutenban)",GS-9169   V1.002
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Shokai Tokutenban) (2M)",GS-9169   V1.002
"Sakura Taisen 2 - Kimi, Shinitamou Koto Nakare (Japan) (Disc 3) (Shokai Tokutenban) (3M, 4M, 5M, 6M)",GS-9169   V1.002
"Sakura Taisen Teikokukagekidan Taiin Meibo (Japan)",SG0000000 V1.000
"Sakura Tsuushin (Japan)",T-38401G  V1.001
"Salamander Deluxe Pack Plus (Japan)",T-9520G   V1.010
"Samurai Spirits - Amakusa Kourin (Japan) (En,Ja,Es,Pt)",T-3116G   V1.001
"Samurai Spirits - Zankurou Musouken (Japan)",T-3104G   V1.009
"Sangokushi Eiketsuden (Japan)",T-7613G   V1.000
"Sangokushi IV (Japan)",T-7601G   V1.000
"Sangokushi IV with Power-Up Kit (Japan)",T-7644G   V1.000
"Sangokushi Koumeiden (Japan)",T-7629G   V1.000
"Sangokushi Returns (Japan)",T-7617G   V1.000
"Sangokushi V (Japan)",T-7623G   V1.001
"Sangokushi V (Japan) (Rev A)",T-7623G   V2.000
"Sanguozhi IV (Taiwan)",T-7601H-40V1.003
"Sanguozhi V (Taiwan)",T-7606H-16V1.000
"Sanguozhi Yingjiezhuan (Taiwan)",T-7603H-16V1.000
"Sankyo Fever - Jikki Simulation S (Japan)",T-32102G  V1.004
"Sankyo Fever - Jikki Simulation S Vol. 2 (Japan)",T-32103G  V1.001
"Sankyo Fever - Jikki Simulation S Vol. 3 (Japan)",T-32105G  V1.002
"SatMag Sono CD (Japan)",6106833   V1.001
"Saturn Bomberman (Europe)",MK-81070  V1.000
"Saturn Bomberman (Japan)",T-14302G  V1.000
"Saturn Bomberman (Japan) (Demo)",T-14302G  V1.000
"Saturn Bomberman (Japan) (SegaNet)",T-14305G  V1.001
"Saturn Bomberman (USA) (1S)",MK-81070  V1.003
